index,Timestamp,Age,0,1,FOS,ThemeN,ThemeNo,Age2
98,11/4/2021 19:23,24,0,1,11,7,7,24
99,11/4/2021 19:27,24,0,1,11,1,1,24
100,11/4/2021 19:30,24,0,1,24,1,1,24
102,11/4/2021 19:34,24,0,1,24,1,1,24
103,11/4/2021 19:41,24,0,1,18,1,1,24
104,11/5/2021 19:41,24,0,1,18,4,4,24
105,11/6/2021 19:41,24,0,1,18,5,5,24
106,11/4/2021 19:49,22,0,1,1,1,1,22
107,11/4/2021 19:51,21,0,1,5,4,4,21
108,11/4/2021 19:53,18,1,0,5,4,4,18
109,11/4/2021 20:09,18,1,0,11,4,4,18
110,11/4/2021 20:22,24,0,1,11,1,1,24
111,11/4/2021 20:38,23,1,0,5,1,1,23
112,11/5/2021 20:38,23,1,0,5,4,4,23
113,11/6/2021 20:38,23,1,0,5,5,5,23
114,11/4/2021 20:42,29,1,0,12,11,11,25
116,11/4/2021 20:44,18,0,1,6,4,4,18
117,11/4/2021 20:47,24,0,1,11,1,1,24
118,11/5/2021 20:47,24,0,1,11,4,4,24
119,11/6/2021 20:47,24,0,1,11,7,7,24
120,11/7/2021 20:47,24,0,1,11,13,13,24
121,11/8/2021 20:47,24,0,1,11,14,14,24
122,11/9/2021 20:47,24,0,1,11,16,16,24
123,11/10/2021 20:47,24,0,1,11,17,17,24
124,11/4/2021 20:56,24,1,0,24,13,13,24
125,11/5/2021 20:56,24,1,0,24,15,15,24
126,11/6/2021 20:56,24,1,0,24,19,19,24
127,11/4/2021 21:00,23,1,0,5,7,7,23
128,11/4/2021 21:18,27,0,1,6,4,4,25
129,11/4/2021 21:24,25,0,1,12,1,1,25
130,11/4/2021 21:29,25,0,1,0,15,15,25
131,11/5/2021 21:29,25,0,1,0,17,17,25
132,11/4/2021 21:32,23,1,0,12,1,1,23
134,11/4/2021 22:10,22,1,0,11,1,1,22
135,11/5/2021 22:10,22,1,0,11,13,13,22
136,11/4/2021 22:12,25,1,0,9,1,1,25
137,11/4/2021 22:14,26,1,0,0,8,8,25
138,11/4/2021 22:16,23,0,1,0,1,1,23
139,11/4/2021 22:18,23,1,0,12,1,1,23
140,11/5/2021 22:18,23,1,0,12,9,9,23
141,11/5/2021 22:18,23,1,0,12,14,14,23
142,11/6/2021 22:18,23,1,0,12,20,20,23
143,11/4/2021 22:23,19,1,0,1,11,11,19
144,11/4/2021 22:52,24,1,0,24,1,1,24
145,11/4/2021 23:00,30,0,1,11,4,4,25
146,11/4/2021 23:23,37,1,0,12,3,3,25
147,11/5/2021 23:23,37,1,0,12,6,6,25
148,11/6/2021 23:23,37,1,0,12,13,13,25
149,11/4/2021 23:34,25,0,1,6,3,3,25
150,11/4/2021 23:47,23,0,1,11,1,1,23
151,11/5/2021 0:10,20,0,1,6,1,1,20
152,11/5/2021 0:26,25,0,1,14,1,1,25
153,11/6/2021 0:26,25,0,1,14,8,8,25
154,11/5/2021 0:26,25,0,1,5,4,4,25
155,11/5/2021 1:02,23,0,1,6,5,5,23
156,11/5/2021 3:11,24,0,1,5,8,8,24
157,11/6/2021 3:11,24,0,1,5,13,13,24
158,11/7/2021 3:11,24,0,1,5,15,15,24
159,11/5/2021 7:17,24,0,1,0,5,5,24
160,11/5/2021 7:56,23,0,1,11,1,1,23
161,11/5/2021 8:20,21,1,0,11,13,13,21
162,11/6/2021 8:20,21,1,0,11,17,17,21
164,11/5/2021 9:38,24,1,0,24,7,7,24
165,11/5/2021 9:57,25,1,0,0,14,14,25
166,11/5/2021 10:02,24,1,0,11,5,5,24
167,11/5/2021 10:32,25,1,0,1,2,2,25
168,11/5/2021 10:32,25,1,0,11,1,1,25
169,11/5/2021 10:47,18,0,1,11,1,1,18
170,11/6/2021 10:47,18,0,1,11,4,4,18
171,11/5/2021 11:49,25,0,1,1,4,4,25
172,11/6/2021 11:49,25,0,1,1,5,5,25
173,11/5/2021 11:58,24,1,0,0,1,1,24
174,11/6/2021 11:58,24,1,0,0,5,5,24
175,11/7/2021 11:58,24,1,0,0,8,8,24
176,11/8/2021 11:58,24,1,0,0,19,19,24
177,11/5/2021 12:19,24,1,0,11,9,9,24
179,11/5/2021 13:33,25,0,1,11,17,17,25
180,11/5/2021 13:36,25,0,1,11,1,1,25
181,11/6/2021 13:36,25,0,1,11,8,8,25
182,11/7/2021 13:36,25,0,1,11,19,19,25
183,11/5/2021 14:01,25,1,0,19,1,1,25
184,11/6/2021 14:01,25,1,0,19,9,9,25
185,11/5/2021 14:31,18,1,0,1,4,4,18
186,11/5/2021 15:20,27,1,0,24,1,1,25
187,11/5/2021 15:59,23,0,1,11,1,1,23
188,11/5/2021 16:29,28,1,0,11,7,7,25
189,11/5/2021 18:57,27,1,0,24,8,8,25
190,11/6/2021 7:48,24,1,0,6,11,11,24
191,11/7/2021 1:45,25,0,1,6,4,4,25
192,11/7/2021 12:23,24,0,1,6,1,1,24
193,11/8/2021 12:23,24,0,1,6,4,4,24
194,11/9/2021 12:23,24,0,1,6,10,10,24
195,12/12/2021 15:12,23,1,0,1,1,1,23
196,12/12/2021 15:14,26,1,0,0,4,4,25
197,12/12/2021 15:18,23,1,0,11,8,8,23
198,12/13/2021 15:18,23,1,0,11,18,18,23
199,12/12/2021 15:20,23,0,1,24,8,8,23
200,12/12/2021 15:25,23,0,1,11,1,1,23
201,12/12/2021 15:25,24,1,0,0,1,1,24
202,12/13/2021 15:25,24,1,0,0,14,14,24
203,12/12/2021 15:26,23,1,0,20,5,5,23
204,12/13/2021 15:26,23,1,0,20,15,15,23
205,12/12/2021 15:43,22,1,0,24,13,13,22
206,12/13/2021 15:43,22,1,0,24,17,17,22
207,12/14/2021 15:43,22,1,0,24,18,18,22
208,12/12/2021 16:01,24,1,0,24,7,7,24
209,12/12/2021 16:07,24,1,0,20,4,4,24
210,12/12/2021 16:08,23,0,1,1,2,2,23
211,12/12/2021 16:10,25,0,1,20,1,1,25
212,12/12/2021 16:27,24,1,0,20,8,8,24
213,12/13/2021 16:27,24,1,0,20,11,11,24
214,12/14/2021 16:27,24,1,0,20,18,18,24
215,12/12/2021 16:29,24,1,0,11,8,8,24
216,12/12/2021 16:51,25,1,0,24,1,1,25
217,12/12/2021 17:01,23,0,1,11,5,5,23
218,12/12/2021 17:28,23,1,0,6,5,5,23
219,12/12/2021 17:29,23,1,0,6,13,13,23
220,12/12/2021 17:33,24,1,0,24,4,4,24
221,12/12/2021 17:36,23,1,0,6,1,1,23
222,12/13/2021 17:36,23,1,0,6,13,13,23
223,12/12/2021 18:02,24,1,0,11,10,10,24
224,12/12/2021 18:08,23,0,1,24,18,18,23
225,12/12/2021 18:09,25,1,0,24,5,5,25
226,12/12/2021 18:27,25,0,1,5,20,20,25
227,12/12/2021 18:28,23,1,0,24,1,1,23
228,12/13/2021 18:28,23,1,0,24,2,2,23
229,12/14/2021 18:28,23,1,0,24,4,4,23
230,12/15/2021 18:28,23,1,0,24,10,10,23
231,12/16/2021 18:28,23,1,0,24,11,11,23
232,12/12/2021 18:54,23,1,0,24,1,1,23
233,12/13/2021 18:54,23,1,0,24,5,5,23
234,12/12/2021 19:43,21,0,1,11,5,5,21
235,12/12/2021 20:49,22,1,0,5,1,1,22
236,12/12/2021 21:19,24,0,1,24,1,1,24
237,12/12/2021 21:30,23,1,0,5,1,1,23
238,12/13/2021 21:30,23,1,0,5,7,7,23
239,12/12/2021 23:00,24,1,0,6,13,13,24
240,12/12/2021 23:49,23,1,0,24,1,1,23
241,12/13/2021 5:19,24,1,0,15,7,7,24
242,12/14/2021 5:19,24,1,0,15,13,13,24
243,12/13/2021 5:46,24,1,0,15,15,15,24
244,12/13/2021 8:45,24,1,0,26,15,15,24
245,12/14/2021 8:45,24,1,0,26,19,19,24
246,12/13/2021 9:02,22,1,0,11,1,1,22
247,12/13/2021 9:32,24,1,0,11,13,13,24
248,12/13/2021 10:02,23,1,0,20,14,14,23
249,12/13/2021 13:19,22,1,0,26,5,5,22
250,12/13/2021 15:56,24,1,0,19,1,1,24
251,12/13/2021 18:38,23,1,0,24,1,1,23
252,12/13/2021 19:40,25,0,1,15,1,1,25
253,12/14/2021 19:40,25,0,1,15,5,5,25
254,12/15/2021 19:40,25,0,1,15,7,7,25
255,12/13/2021 19:59,23,1,0,19,14,14,23
256,12/13/2021 22:35,24,1,0,26,15,15,24
257,12/14/2021 22:35,24,1,0,26,11,11,24
258,12/13/2021 22:40,23,1,0,11,1,1,23
259,12/14/2021 22:40,23,1,0,11,5,5,23
260,12/15/2021 22:40,23,1,0,11,11,11,23
261,12/14/2021 6:09,25,1,0,26,5,5,25
262,12/14/2021 7:02,26,0,1,10,1,1,25
263,12/14/2021 11:56,25,0,1,11,13,13,25
264,12/14/2021 11:56,25,0,1,24,1,1,25
265,12/14/2021 11:58,25,1,0,10,11,11,25
266,12/14/2021 11:59,25,1,0,10,1,1,25
267,12/15/2021 11:59,25,1,0,10,13,13,25
268,12/16/2021 11:59,25,1,0,10,16,16,25
269,12/14/2021 12:00,25,1,0,10,8,8,25
270,12/14/2021 12:01,24,1,0,10,2,2,24
271,12/15/2021 12:01,24,1,0,10,13,13,24
272,12/16/2021 12:01,24,1,0,10,19,19,24
274,12/14/2021 12:11,26,1,0,20,19,19,25
275,12/14/2021 12:11,24,1,0,12,1,1,24
276,12/14/2021 12:13,25,0,1,24,1,1,25
277,12/15/2021 12:13,25,0,1,24,13,13,25
278,12/16/2021 12:13,25,0,1,24,15,15,25
279,12/17/2021 12:13,25,0,1,24,17,17,25
280,12/18/2021 12:13,25,0,1,24,19,19,25
281,12/14/2021 12:14,25,1,0,12,1,1,25
282,12/14/2021 12:14,25,1,0,12,13,13,25
283,12/14/2021 12:15,24,0,1,24,1,1,24
284,12/14/2021 12:18,24,0,1,24,1,1,24
285,12/14/2021 12:20,26,0,1,11,7,7,25
286,12/14/2021 12:26,25,0,1,11,5,5,25
287,12/14/2021 12:27,26,1,0,24,13,13,25
288,12/14/2021 12:28,26,0,1,10,11,11,25
289,12/14/2021 12:33,25,1,0,10,14,14,25
290,12/14/2021 12:39,24,0,1,24,1,1,24
291,12/14/2021 13:02,24,1,0,12,2,2,24
292,12/15/2021 13:02,24,1,0,12,14,14,24
293,12/14/2021 13:24,26,0,1,24,1,1,25
294,12/15/2021 13:24,26,0,1,24,17,17,25
295,12/16/2021 13:24,26,0,1,24,19,19,25
296,12/17/2021 13:24,26,0,1,24,20,20,25
297,12/14/2021 13:26,26,1,0,24,7,7,25
298,12/14/2021 13:47,26,1,0,10,8,8,25
299,12/14/2021 14:17,26,0,1,16,2,2,25
300,12/14/2021 14:26,27,0,1,16,1,1,25
301,12/14/2021 14:38,25,0,1,4,4,4,25
302,12/14/2021 14:45,24,1,0,24,1,1,24
303,12/15/2021 14:45,24,1,0,24,8,8,24
304,12/16/2021 14:45,24,1,0,24,18,18,24
305,12/14/2021 14:46,26,1,0,24,1,1,25
306,12/14/2021 14:50,24,0,1,24,1,1,24
307,12/14/2021 15:10,25,0,1,24,5,5,25
308,12/14/2021 16:07,23,1,0,16,1,1,23
309,12/14/2021 16:14,24,1,0,16,14,14,24
310,12/14/2021 16:43,26,1,0,4,5,5,25
311,12/15/2021 16:43,26,1,0,4,8,8,25
312,12/16/2021 16:43,26,1,0,4,13,13,25
313,12/14/2021 16:58,25,0,1,16,5,5,25
314,12/14/2021 17:08,25,0,1,4,19,19,25
315,12/14/2021 17:32,25,1,0,11,8,8,25
316,12/15/2021 17:32,25,1,0,11,13,13,25
317,12/14/2021 17:33,25,1,0,11,1,1,25
318,12/14/2021 17:38,27,1,0,19,15,15,25
319,12/14/2021 18:09,24,0,1,11,7,7,24
320,12/14/2021 18:37,25,1,0,2,13,13,25
321,12/15/2021 18:37,25,1,0,2,2,2,25
322,12/14/2021 18:49,25,1,0,15,7,7,25
323,12/15/2021 18:49,25,1,0,15,11,11,25
324,12/16/2021 18:49,25,1,0,15,12,12,25
325,12/14/2021 18:54,21,1,0,24,7,7,21
326,12/15/2021 18:54,21,1,0,24,11,11,21
327,12/14/2021 20:06,26,1,0,21,14,14,25
328,12/15/2021 20:06,26,1,0,21,15,15,25
329,12/16/2021 20:06,26,1,0,21,19,19,25
330,12/14/2021 20:17,25,0,1,11,8,8,25
331,12/15/2021 20:17,25,0,1,11,13,13,25
332,12/14/2021 20:21,24,0,1,22,8,8,24
333,12/14/2021 20:31,26,1,0,4,14,14,25
334,12/14/2021 23:30,23,1,0,11,2,2,23
335,12/14/2021 23:35,25,1,0,2,4,4,25
336,12/15/2021 1:59,24,1,0,24,1,1,24
337,12/16/2021 1:59,24,1,0,24,4,4,24
338,12/15/2021 4:38,26,1,0,17,13,13,25
339,12/16/2021 4:38,26,1,0,17,14,14,25
340,12/15/2021 7:26,25,1,0,23,8,8,25
341,12/15/2021 7:43,26,1,0,16,8,8,25
342,12/16/2021 7:43,26,1,0,16,13,13,25
343,12/15/2021 8:18,25,0,1,11,1,1,25
344,12/15/2021 8:40,23,1,0,24,1,1,23
345,12/16/2021 8:40,23,1,0,24,2,2,23
346,12/17/2021 8:40,23,1,0,24,5,5,23
347,12/15/2021 10:23,25,1,0,8,1,1,25
348,12/15/2021 10:37,24,1,0,14,20,20,24
349,12/15/2021 10:58,24,1,0,4,1,1,24
350,12/16/2021 10:58,24,1,0,4,20,20,24
351,12/15/2021 11:38,25,1,0,25,8,8,25
352,12/16/2021 11:38,25,1,0,25,18,18,25
353,12/15/2021 21:09,24,1,0,14,1,1,24
354,12/16/2021 6:48,24,1,0,3,8,8,24
355,12/17/2021 6:48,24,1,0,3,13,13,24
356,12/18/2021 6:48,24,1,0,3,17,17,24
357,12/16/2021 8:04,24,1,0,24,19,19,24
358,12/16/2021 20:02,24,1,0,24,8,8,24
359,12/17/2021 20:02,24,1,0,24,15,15,24
360,12/17/2021 6:04,25,0,1,24,18,18,25
361,12/17/2021 15:16,25,0,1,19,1,1,25
362,12/18/2021 15:16,25,0,1,19,2,2,25
363,12/19/2021 15:16,25,0,1,19,4,4,25
364,12/20/2021 15:16,25,0,1,19,5,5,25
365,12/17/2021 23:44,25,0,1,8,8,8,25
366,12/18/2021 23:44,25,0,1,8,16,16,25
367,12/19/2021 16:21,25,1,0,13,1,1,25
368,12/20/2021 16:21,25,1,0,13,4,4,25
369,12/21/2021 7:39,22,1,0,11,1,1,22
370,12/22/2021 7:39,22,1,0,11,5,5,22
371,1/9/2022 20:25,25,0,1,0,10,10,25
372,1/10/2022 20:25,25,0,1,0,19,19,25
373,11/4/2021 20:44,18,0,1,2,4,3,18
374,11/4/2021 20:44,18,0,1,2,4,20,18
375,11/4/2021 20:44,18,0,1,2,4,20,18
376,11/4/2021 20:44,19,1,1,3,4,16,19
378,11/4/2021 20:44,19,1,1,3,4,16,19
379,11/4/2021 20:44,20,1,1,17,4,9,20
380,11/4/2021 20:44,20,1,1,17,4,9,20
381,,18,0,1,7,4,16,18
382,,18,0,1,8,4,20,18
383,,18,0,1,7,4,20,18
384,,19,0,1,8,4,16,19
385,,19,1,1,7,4,16,19
386,,20,1,1,8,4,18,20
387,,20,1,1,17,4,18,20
388,,18,0,1,9,4,20,21
389,,18,1,1,9,4,20,21
390,,18,0,1,9,4,18,21
391,,19,1,1,7,4,16,20
392,,19,1,1,7,4,16,20
393,,20,0,1,8,4,9,20
394,,20,1,1,17,4,9,20
